English word : French word : Frequency
abide , abide,respecter , 34 : 
summer , summer,été , 51 : 
supper , supper,souper , 43 : 
surely , surely,sûrement , 37 : 
surrey , surrey,Surrey , 50 : 
suspect , suspect,suspect , 38 : 
swear , swear,jurer , 244 : 
sweat , sweat,transpiration , 35 : 
sweet , sweet,sucré , 773 : 
swift , swift,rapide , 64 : 
sword , sword,épée , 302 : 
swore , swore,juré , 51 : 
sworn , sworn,juré , 127 : 
syracuse , syracuse,Syracuse , 238 : 
table , table,table , 49 : 
tailor , tailor,tailleur , 44 : 
taken , taken,pris , 91 : 
talbot , talbot,talbot , 141 : 
tarry , tarry,goudronneux , 37 : 
taste , taste,goût , 73 : 
taught , taught,enseigné , 49 : 
teach , teach,enseigner , 101 : 
tears , tears,larmes , 238 : 
tedious , tedious,fastidieux , 41 : 
teeth , teeth,les dents , 51 : 
tells , tells,raconte , 42 : 
tempest , tempest,tempête , 42 : 
tender , tender,soumissionner , 134 : 
terms , terms,termes , 65 : 
thank , thank,remercier , 288 : 
their , their,leur , 2076 : 
themselves , themselves,se , 143 : 
there , there,Là , 1640 : 
therefore , therefore,par conséquent , 620 : 
therein , therein,la bride , 56 : 
these , these,celles-ci , 1294 : 
thief , thief,voleur , 57 : 
thing , thing,chose , 311 : 
think , think,pense , 1007 : 
third , third,troisième , 236 : 
thomas , thomas,Thomas , 73 : 
those , those,ceux , 545 : 
though , though,bien que , 615 : 
thought , thought,pensée , 351 : 
thrive , thrive,prospérer , 53 : 
throat , throat,gorge , 46 : 
throne , throne,trône , 56 : 
through , through,par , 257 : 
throw , throw,jeter , 103 : 
thrust , thrust,poussée , 54 : 
thunder , thunder,tonnerre , 54 : 
times , times,fois , 193 : 
title , title,Titre , 80 : 
together , together,ensemble , 209 : 
tongue , tongue,langue , 357 : 
tonight , tonight,ce soir , 47 : 
touch , touch,toucher , 104 : 
toward , toward,vers , 99 : 
tower , tower,la tour , 66 : 
train , train,train , 68 : 
traitor , traitor,traitre , 99 : 
tread , tread,bande de roulement , 40 : 
treason , treason,trahison , 73 : 
treasure , treasure,Trésor , 48 : 
trial , trial,procès , 52 : 
tribunes , tribunes,tribunes , 60 : 
trick , trick,tour , 47 : 
triumph , triumph,triomphe , 39 : 
trouble , trouble,difficulté , 69 : 
truly , truly,vraiment , 160 : 
trumpet , trumpet,trompette , 72 : 
trust , trust,confiance , 168 : 
truth , truth,vérité , 287 : 
turns , turns,se tourne , 53 : 
twice , twice,deux fois , 67 : 
tyrant , tyrant,tyran , 42 : 
ulysses , ulysses,Ulysse , 111 : 
uncle , uncle,oncle , 171 : 
under , under,sous , 288 : 
understand , understand,comprendre , 94 : 
undertake , undertake,entreprendre , 43 : 
undone , undone,défait , 43 : 
unhappy , unhappy,malheureux , 33 : 
unknown , unknown,inconnue , 38 : 
unless , unless,sauf si , 152 : 
until , until,jusqu'à , 76 : 
unworthy , unworthy,indigne , 36 : 
utter , utter,prononcer , 37 : 
valentine , valentine,Valentin , 222 : 
valiant , valiant,vaillant , 141 : 
valour , valour,valeur , 87 : 
vantage , vantage,avantage , 38 : 
vengeance , vengeance,vengeance , 44 : 
venice , venice,venise , 80 : 
version , version,version , 222 : 
victory , victory,la victoire , 39 : 
villain , villain,scélérat , 174 : 
viola , viola,alto , 135 : 
violent , violent,violent , 39 : 
virtue , virtue,vertu , 173 : 
visit , visit,visite , 55 : 
voice , voice,voix , 135 : 
walls , walls,des murs , 73 : 
warlike , warlike,guerrier , 58 : 
warrant , warrant,mandat , 170 : 
waste , waste,déchets , 40 : 
watch , watch,regarder , 179 : 
water , water,eau , 122 : 
wealth , wealth,richesse , 70 : 
weapons , weapons,armes , 38 : 
weary , weary,se lasser , 71 : 
weeds , weeds,mauvaises herbes , 38 : 
weeping , weeping,larmes , 49 : 
weight , weight,poids , 40 : 
welcome , welcome,Bienvenue , 337 : 
wench , wench,jeune fille , 40 : 
whence , whence,d'où , 74 : 
where , where,où , 1201 : 
wherein , wherein,où , 129 : 
whether , whether,qu'il s'agisse , 96 : 
which , which,lequel , 2308 : 
while , while,tandis que , 224 : 
whither , whither,où , 80 : 
whole , whole,entier , 117 : 
whore , whore,putain , 31 : 
whose , whose,dont , 613 : 
widow , widow,veuve , 99 : 
willing , willing,prêt , 37 : 
window , window,la fenêtre , 41 : 
wings , wings,ailes , 48 : 
winter , winter,hiver , 45 : 
wisdom , wisdom,sagesse , 90 : 
witch , witch,sorcière , 84 : 
withal , withal,avec , 116 : 
within , within,dans , 362 : 
without , without,sans pour autant , 360 : 
witness , witness,témoin , 120 : 
wives , wives,épouses , 53 : 
wolsey , wolsey,Wolsey , 98 : 
woman , woman,femme , 262 : 
wonder , wonder,merveille , 104 : 
works , works,travaux , 247 : 
world , world,monde , 769 : 
worse , worse,pire , 150 : 
worship , worship,culte , 82 : 
worth , worth,vaut , 193 : 
would , would,aurait , 2283 : 
wound , wound,blessure , 66 : 
wounded , wounded,blessés , 34 : 
wrath , wrath,colère , 47 : 
wretch , wretch,misérable , 47 :
